DPT,Course_Name,Age,Gender,Status,Grade,Course_att,Mark
CSIS,BSc (Hons) Computing,19,F,AA,A,56.39810427,78
CSIS,BSc (Hons) Computing,19,F,AA,B,56.39810427,68
CSIS,BSc (Hons) Computing,19,F,ABS,A,56.39810427,78
CSIS,BSc (Hons) Computing,19,F,ABS,B,56.39810427,63.66666667
CSIS,BSc (Hons) Computing,19,F,ABS,C,56.39810427,56
CSIS,BSc (Hons) Computing,19,F,ABS,D,56.39810427,40
CSIS,BSc (Hons) Computing,19,F,ABS,F,56.39810427,18.44444444
CSIS,BSc (Hons) Computing,19,F,NM,C,56.39810427,56
CSIS,BSc (Hons) Computing,19,F,NM,F,56.39810427,27
CSIS,BSc (Hons) Computing,19,F,P,A,56.39810427,78
CSIS,BSc (Hons) Computing,19,F,P,B,56.39810427,64.15789474
CSIS,BSc (Hons) Computing,19,F,P,C,56.39810427,56
CSIS,BSc (Hons) Computing,19,F,P,D,56.39810427,40
CSIS,BSc (Hons) Computing,19,F,P,F,56.39810427,19.73913043
CSIS,BSc (Hons) Computing,19,F,PDG,B,56.39810427,62.66666667
CSIS,BSc (Hons) Computing,19,F,PDG,F,56.39810427,29.33333333
CSIS,BSc (Hons) Computing,19,F,PWR,B,56.39810427,62.2
CSIS,BSc (Hons) Computing,19,F,PWR,D,56.39810427,40
CSIS,BSc (Hons) Computing,19,F,PWR,F,56.39810427,26
CSIS,BSc (Hons) Computing,19,M,AA,B,56.39810427,60
CSIS,BSc (Hons) Computing,19,M,AA,C,56.39810427,51
CSIS,BSc (Hons) Computing,19,M,AA,D,56.39810427,40
CSIS,BSc (Hons) Computing,19,M,ABS,A,56.39810427,92.11764706
CSIS,BSc (Hons) Computing,19,M,ABS,B,56.39810427,60
CSIS,BSc (Hons) Computing,19,M,ABS,C,56.39810427,51.39534884
CSIS,BSc (Hons) Computing,19,M,ABS,D,56.39810427,40
CSIS,BSc (Hons) Computing,19,M,ABS,F,56.39810427,6.6875
CSIS,BSc (Hons) Computing,19,M,NM,B,56.39810427,60
CSIS,BSc (Hons) Computing,19,M,P,A,56.39810427,91.75
CSIS,BSc (Hons) Computing,19,M,P,B,56.39810427,61.95744681
CSIS,BSc (Hons) Computing,19,M,P,C,56.39810427,51.29807692
CSIS,BSc (Hons) Computing,19,M,P,D,56.39810427,40
CSIS,BSc (Hons) Computing,19,M,P,F,56.39810427,14.84782609
CSIS,BSc (Hons) Computing,19,M,PDG,A,56.39810427,90
CSIS,BSc (Hons) Computing,19,M,PDG,B,56.39810427,60
CSIS,BSc (Hons) Computing,19,M,PDG,C,56.39810427,51.77777778
CSIS,BSc (Hons) Computing,19,M,PDG,F,56.39810427,23
CSIS,BSc (Hons) Computing,19,M,PWR,A,56.39810427,94
CSIS,BSc (Hons) Computing,19,M,PWR,B,56.39810427,62.66666667
CSIS,BSc (Hons) Computing,19,M,PWR,C,56.39810427,50.33333333
CSIS,BSc (Hons) Computing,19,M,PWR,D,56.39810427,40
CSIS,BSc (Hons) Computing,20,M,ABS,F,56.39810427,9.35483871
CSIS,BSc (Hons) Computing,20,M,P,F,56.39810427,15
CSIS,BSc (Hons) Computing,21,F,ABS,B,56.39810427,68
CSIS,BSc (Hons) Computing,21,F,ABS,D,56.39810427,40
CSIS,BSc (Hons) Computing,21,F,ABS,DA,56.39810427,8.4
CSIS,BSc (Hons) Computing,21,F,ABS,F,56.39810427,3
CSIS,BSc (Hons) Computing,21,F,CC,DA,56.39810427,14
CSIS,BSc (Hons) Computing,21,F,P,B,56.39810427,68
CSIS,BSc (Hons) Computing,21,F,P,D,56.39810427,40
CSIS,BSc (Hons) Computing,21,F,P,DA,56.39810427,4.215053763
CSIS,BSc (Hons) Computing,21,F,P,F,56.39810427,3
CSIS,BSc (Hons) Computing,21,F,PDG,DA,56.39810427,14
CSIS,BSc (Hons) Computing,21,F,PWR,B,56.39810427,68
CSIS,BSc (Hons) Computing,21,F,PWR,DA,56.39810427,4.666666667
CSIS,BSc (Hons) Computing,21,M,AA,A,56.39810427,70
CSIS,BSc (Hons) Computing,21,M,AA,C,56.39810427,52
CSIS,BSc (Hons) Computing,21,M,AA,D,56.39810427,41
CSIS,BSc (Hons) Computing,21,M,AA,F,56.39810427,27
CSIS,BSc (Hons) Computing,21,M,ABS,A,56.39810427,76.47857143
CSIS,BSc (Hons) Computing,21,M,ABS,B,56.39810427,65.40625
CSIS,BSc (Hons) Computing,21,M,ABS,C,56.39810427,52.375
CSIS,BSc (Hons) Computing,21,M,ABS,D,56.39810427,43.23376623
CSIS,BSc (Hons) Computing,21,M,ABS,F,56.39810427,7.649350649
CSIS,BSc (Hons) Computing,21,M,CC,B,56.39810427,67
CSIS,BSc (Hons) Computing,21,M,CC,F,56.39810427,11
CSIS,BSc (Hons) Computing,21,M,P,A,56.39810427,75.33333333
CSIS,BSc (Hons) Computing,21,M,P,B,56.39810427,65.30894309
CSIS,BSc (Hons) Computing,21,M,P,C,56.39810427,52.55357143
CSIS,BSc (Hons) Computing,21,M,P,D,56.39810427,41.91666667
CSIS,BSc (Hons) Computing,21,M,P,F,56.39810427,18.04761905
CSIS,BSc (Hons) Computing,21,M,PDG,A,56.39810427,72.4
CSIS,BSc (Hons) Computing,21,M,PDG,B,56.39810427,67
CSIS,BSc (Hons) Computing,21,M,PDG,D,56.39810427,42.57142857
CSIS,BSc (Hons) Computing,21,M,PDG,F,56.39810427,11
CSIS,BSc (Hons) Computing,21,M,PWR,A,56.39810427,77.2
CSIS,BSc (Hons) Computing,21,M,PWR,B,56.39810427,67
CSIS,BSc (Hons) Computing,21,M,PWR,F,56.39810427,11
CSIS,BSc (Hons) Computing,21,M,U,F,56.39810427,27
CSIS,BSc (Hons) Computing,22,F,AA,A,56.39810427,78.33333333
CSIS,BSc (Hons) Computing,22,F,ABS,A,56.39810427,76.12903226
CSIS,BSc (Hons) Computing,22,F,CC,A,56.39810427,75
CSIS,BSc (Hons) Computing,22,F,P,A,56.39810427,75.79710145
CSIS,BSc (Hons) Computing,22,F,PDG,A,56.39810427,75
CSIS,BSc (Hons) Computing,22,F,PWR,A,56.39810427,76
CSIS,BSc (Hons) Computing,22,M,AA,C,56.39810427,50
CSIS,BSc (Hons) Computing,22,M,ABS,C,56.39810427,50.475
CSIS,BSc (Hons) Computing,22,M,ABS,D,56.39810427,46.85714286
CSIS,BSc (Hons) Computing,22,M,ABS,F,56.39810427,3.22556391
CSIS,BSc (Hons) Computing,22,M,CC,C,56.39810427,54
CSIS,BSc (Hons) Computing,22,M,CC,F,56.39810427,6.5
CSIS,BSc (Hons) Computing,22,M,P,A,56.39810427,77
CSIS,BSc (Hons) Computing,22,M,P,C,56.39810427,52.50909091
CSIS,BSc (Hons) Computing,22,M,P,D,56.39810427,46.50847458
CSIS,BSc (Hons) Computing,22,M,PDG,C,56.39810427,54
CSIS,BSc (Hons) Computing,22,M,PWR,C,56.39810427,54
CSIS,BSc (Hons) Computing,22,M,PWR,D,56.39810427,48
CSIS,BSc (Hons) Computing,22,M,PWR,F,56.39810427,13
CSIS,BSc (Hons) Computing,30,M,AA,B,56.39810427,60
CSIS,BSc (Hons) Computing,30,M,AA,F,56.39810427,31
CSIS,BSc (Hons) Computing,30,M,ABS,B,56.39810427,60
CSIS,BSc (Hons) Computing,30,M,ABS,C,56.39810427,55
CSIS,BSc (Hons) Computing,30,M,ABS,F,56.39810427,31
CSIS,BSc (Hons) Computing,30,M,P,B,56.39810427,60
CSIS,BSc (Hons) Computing,30,M,P,C,56.39810427,55
CSIS,BSc (Hons) Computing,30,M,P,F,56.39810427,31
CSIS,BSc (Hons) Computing,30,M,PDG,F,56.39810427,31
CSIS,BSc (Hons) Computing,30,M,PWR,C,56.39810427,55
CSIS,BSc (Hons) Computing,30,M,PWR,F,56.39810427,31
CSIS,BSc (Hons) Computing,35,M,ABS,A,56.39810427,72.77777778
CSIS,BSc (Hons) Computing,35,M,ABS,D,56.39810427,42
CSIS,BSc (Hons) Computing,35,M,CC,A,56.39810427,73
CSIS,BSc (Hons) Computing,35,M,NM,A,56.39810427,72
CSIS,BSc (Hons) Computing,35,M,NM,D,56.39810427,42
CSIS,BSc (Hons) Computing,35,M,P,A,56.39810427,72.48214286
CSIS,BSc (Hons) Computing,35,M,P,D,56.39810427,42
CSIS,BSc (Hons) Computing,35,M,PDG,A,56.39810427,73
CSIS,BSc (Hons) Computing,35,M,PWR,A,56.39810427,73
CSIS,BSc (Hons) Computing,37,F,AA,B,56.39810427,61
CSIS,BSc (Hons) Computing,37,F,AA,C,56.39810427,56
CSIS,BSc (Hons) Computing,37,F,AA,D,56.39810427,45
CSIS,BSc (Hons) Computing,37,F,ABS,A,56.39810427,75
CSIS,BSc (Hons) Computing,37,F,ABS,B,56.39810427,61
CSIS,BSc (Hons) Computing,37,F,ABS,C,56.39810427,56
CSIS,BSc (Hons) Computing,37,F,ABS,D,56.39810427,45
CSIS,BSc (Hons) Computing,37,F,CC,A,56.39810427,82
CSIS,BSc (Hons) Computing,37,F,P,A,56.39810427,78.20833333
CSIS,BSc (Hons) Computing,37,F,P,B,56.39810427,61
CSIS,BSc (Hons) Computing,37,F,P,C,56.39810427,56
CSIS,BSc (Hons) Computing,37,F,P,D,56.39810427,45
CSIS,BSc (Hons) Computing,37,F,PDG,A,56.39810427,82
CSIS,BSc (Hons) Computing,37,F,PWR,A,56.39810427,76.16666667
CSIS,BSc (Hons) Computing,37,F,PWR,B,56.39810427,61
CSIS,BSc (Hons) Computing,41,M,ABS,B,56.39810427,60
CSIS,BSc (Hons) Computing,41,M,ABS,C,56.39810427,57
CSIS,BSc (Hons) Computing,41,M,ABS,D,56.39810427,48
CSIS,BSc (Hons) Computing,41,M,CC,B,56.39810427,60
CSIS,BSc (Hons) Computing,41,M,P,B,56.39810427,60
CSIS,BSc (Hons) Computing,41,M,P,C,56.39810427,57
CSIS,BSc (Hons) Computing,41,M,P,D,56.39810427,48
CSIS,BSc (Hons) Computing,41,M,PDG,B,56.39810427,60
CSIS,BSc (Hons) Computing,41,M,PWR,B,56.39810427,60
CSIS,BSc (Hons) Computing,41,M,PWR,C,56.39810427,57
CSIS,BSc (Hons) Computing,43,F,AA,B,56.39810427,64
CSIS,BSc (Hons) Computing,43,F,ABS,A,56.39810427,70
CSIS,BSc (Hons) Computing,43,F,ABS,B,56.39810427,64
CSIS,BSc (Hons) Computing,43,F,ABS,C,56.39810427,52
CSIS,BSc (Hons) Computing,43,F,P,A,56.39810427,70
CSIS,BSc (Hons) Computing,43,F,P,B,56.39810427,64
CSIS,BSc (Hons) Computing,43,F,P,C,56.39810427,52
CSIS,BSc (Hons) Computing,43,F,PDG,A,56.39810427,70
CSIS,BSc (Hons) Computing,43,F,PWR,B,56.39810427,64
CSIS,BSc (Hons) Computing,50,F,ABS,F,56.39810427,12
CSIS,BSc (Hons) Computing,50,F,P,F,56.39810427,12
CSIS,BSc (Hons) Computing,50,M,ABS,B,56.39810427,60
CSIS,BSc (Hons) Computing,50,M,ABS,C,56.39810427,55
CSIS,BSc (Hons) Computing,50,M,CC,F,56.39810427,30
CSIS,BSc (Hons) Computing,50,M,P,B,56.39810427,60
CSIS,BSc (Hons) Computing,50,M,P,C,56.39810427,55
CSIS,BSc (Hons) Computing,50,M,P,F,56.39810427,30
CSIS,BSc (Hons) Computing,50,M,PDG,F,56.39810427,30
CSIS,BSc (Hons) Computing,50,M,PWR,F,56.39810427,30
CSIS,BSc (Hons) Computing,52,F,ABS,B,56.39810427,61
CSIS,BSc (Hons) Computing,52,F,ABS,C,56.39810427,54
CSIS,BSc (Hons) Computing,52,F,ABS,D,56.39810427,40
CSIS,BSc (Hons) Computing,52,F,NM,B,56.39810427,61
CSIS,BSc (Hons) Computing,52,F,P,B,56.39810427,61
CSIS,BSc (Hons) Computing,52,F,P,C,56.39810427,54
CSIS,BSc (Hons) Computing,52,F,P,D,56.39810427,40
CSIS,BSc (Hons) Computing,52,F,PDG,C,56.39810427,54
CSIS,BSc (Hons) Computing,52,F,PWR,D,56.39810427,40
CSIS,BSc (Hons) Computing,54,M,ABS,B,56.39810427,60
CSIS,BSc (Hons) Computing,54,M,ABS,F,56.39810427,26
CSIS,BSc (Hons) Computing,54,M,CC,B,56.39810427,60
CSIS,BSc (Hons) Computing,54,M,P,B,56.39810427,60
CSIS,BSc (Hons) Computing,54,M,P,F,56.39810427,26
CSIS,BSc (Hons) Computing,56,F,ABS,A,56.39810427,76
CSIS,BSc (Hons) Computing,56,F,CC,A,56.39810427,76
CSIS,BSc (Hons) Computing,56,F,P,A,56.39810427,80.76470588
CSIS,BSc (Hons) Computing,56,F,PDG,A,56.39810427,81.4
CSIS,BSc (Hons) Computing,56,M,ABS,D,56.39810427,44
CSIS,BSc (Hons) Computing,56,M,ABS,F,56.39810427,32
CSIS,BSc (Hons) Computing,56,M,CC,C,56.39810427,58
CSIS,BSc (Hons) Computing,56,M,P,C,56.39810427,58
CSIS,BSc (Hons) Computing,56,M,P,D,56.39810427,44
CSIS,BSc (Hons) Computing,56,M,P,F,56.39810427,32
CSIS,BSc (Hons) Computing,56,M,PDG,C,56.39810427,58
CSIS,BSc (Hons) Computing,56,M,PWR,C,56.39810427,58
CSIS,BSc (Hons) Computing,56,M,PWR,D,56.39810427,44
CSIS,BSc (Hons) Computing,59,M,ABS,A,56.39810427,82.36842105
CSIS,BSc (Hons) Computing,59,M,ABS,B,56.39810427,64
CSIS,BSc (Hons) Computing,59,M,NM,A,56.39810427,87
CSIS,BSc (Hons) Computing,59,M,P,A,56.39810427,82.91428571
CSIS,BSc (Hons) Computing,59,M,P,B,56.39810427,64
CSIS,BSc (Hons) Computing,59,M,PDG,B,56.39810427,64
CSIS,BSc (Hons) Computing,59,M,PWR,A,56.39810427,76
CSIS,BSc (Hons) Computing,60,M,ABS,A,56.39810427,70
CSIS,BSc (Hons) Computing,60,M,ABS,B,56.39810427,65.60869565
CSIS,BSc (Hons) Computing,60,M,NM,A,56.39810427,70
CSIS,BSc (Hons) Computing,60,M,P,A,56.39810427,70
CSIS,BSc (Hons) Computing,60,M,P,B,56.39810427,65.5
CSIS,BSc (Hons) Computing,60,M,PDG,B,56.39810427,65.5
CSIS,BSc (Hons) Computing,60,M,PWR,A,56.39810427,70
CSIS,BSc (Hons) Computing,62,M,AA,C,56.39810427,56
CSIS,BSc (Hons) Computing,62,M,ABS,B,56.39810427,62
CSIS,BSc (Hons) Computing,62,M,ABS,C,56.39810427,56
CSIS,BSc (Hons) Computing,62,M,NM,B,56.39810427,64
CSIS,BSc (Hons) Computing,62,M,P,B,56.39810427,62.43137255
CSIS,BSc (Hons) Computing,62,M,P,C,56.39810427,56
CSIS,BSc (Hons) Computing,62,M,PDG,B,56.39810427,60
CSIS,BSc (Hons) Computing,62,M,PDG,C,56.39810427,56
CSIS,BSc (Hons) Computing,62,M,PWR,C,56.39810427,56
CSIS,BSc (Hons) Computing,63,M,AA,A,56.39810427,82.4
CSIS,BSc (Hons) Computing,63,M,ABS,A,56.39810427,81.72727273
CSIS,BSc (Hons) Computing,63,M,ABS,B,56.39810427,67
CSIS,BSc (Hons) Computing,63,M,CC,A,56.39810427,90
CSIS,BSc (Hons) Computing,63,M,NM,A,56.39810427,79
CSIS,BSc (Hons) Computing,63,M,P,A,56.39810427,85.09375
CSIS,BSc (Hons) Computing,63,M,P,B,56.39810427,67
CSIS,BSc (Hons) Computing,63,M,PDG,A,56.39810427,90
CSIS,BSc (Hons) Computing,63,M,PDG,B,56.39810427,67
CSIS,BSc (Hons) Computing,63,M,PWR,A,56.39810427,90.125
CSIS,BSc (Hons) Computing,66,F,ABS,C,56.39810427,50
CSIS,BSc (Hons) Computing,66,F,ABS,F,56.39810427,30
CSIS,BSc (Hons) Computing,66,F,P,C,56.39810427,50
CSIS,BSc (Hons) Computing,66,F,P,F,56.39810427,30
CSIS,BSc (Hons) Computing,66,F,PWR,F,56.39810427,30
CSIS,BSc (Hons) Computing,67,M,AA,D,56.39810427,45
CSIS,BSc (Hons) Computing,67,M,AA,F,56.39810427,15.4
CSIS,BSc (Hons) Computing,67,M,ABS,D,56.39810427,45
CSIS,BSc (Hons) Computing,67,M,ABS,F,56.39810427,16.33333333
CSIS,BSc (Hons) Computing,67,M,P,D,56.39810427,45
CSIS,BSc (Hons) Computing,67,M,P,F,56.39810427,25.52631579
CSIS,BSc (Hons) Computing,67,M,PWR,F,56.39810427,5
CSIS,BSc (Hons) Computing with Foundation Year,18,M,AA,A,51.54494382,75
CSIS,BSc (Hons) Computing with Foundation Year,18,M,AA,C,51.54494382,54
CSIS,BSc (Hons) Computing with Foundation Year,18,M,ABS,A,51.54494382,75
CSIS,BSc (Hons) Computing with Foundation Year,18,M,ABS,B,51.54494382,63
CSIS,BSc (Hons) Computing with Foundation Year,18,M,ABS,C,51.54494382,54
CSIS,BSc (Hons) Computing with Foundation Year,18,M,ABS,F,51.54494382,8.051948052
CSIS,BSc (Hons) Computing with Foundation Year,18,M,P,A,51.54494382,75
CSIS,BSc (Hons) Computing with Foundation Year,18,M,P,B,51.54494382,63
CSIS,BSc (Hons) Computing with Foundation Year,18,M,P,C,51.54494382,54
CSIS,BSc (Hons) Computing with Foundation Year,18,M,P,F,51.54494382,15.5
CSIS,BSc (Hons) Computing with Foundation Year,18,M,PDG,B,51.54494382,63
CSIS,BSc (Hons) Computing with Foundation Year,18,M,PDG,F,51.54494382,31
CSIS,BSc (Hons) Computing with Foundation Year,18,M,PWR,A,51.54494382,75
CSIS,BSc (Hons) Computing with Foundation Year,21,F,AA,C,51.54494382,52
CSIS,BSc (Hons) Computing with Foundation Year,21,F,ABS,C,51.54494382,54
CSIS,BSc (Hons) Computing with Foundation Year,21,F,ABS,F,51.54494382,34
CSIS,BSc (Hons) Computing with Foundation Year,21,F,NM,C,51.54494382,56
CSIS,BSc (Hons) Computing with Foundation Year,21,F,P,C,51.54494382,54.38461538
CSIS,BSc (Hons) Computing with Foundation Year,21,F,P,F,51.54494382,34
CSIS,BSc (Hons) Computing with Foundation Year,21,M,AA,A,51.54494382,83
CSIS,BSc (Hons) Computing with Foundation Year,21,M,ABS,A,51.54494382,81.32352941
CSIS,BSc (Hons) Computing with Foundation Year,21,M,ABS,C,51.54494382,57
CSIS,BSc (Hons) Computing with Foundation Year,21,M,P,A,51.54494382,80.63157895
CSIS,BSc (Hons) Computing with Foundation Year,21,M,P,C,51.54494382,57
CSIS,BSc (Hons) Computing with Foundation Year,21,M,PWR,A,51.54494382,82.25
CSIS,BSc (Hons) Computing with Foundation Year,21,M,PWR,C,51.54494382,57
CSIS,BSc (Hons) Computing with Foundation Year,22,F,AA,A,51.54494382,70
CSIS,BSc (Hons) Computing with Foundation Year,22,F,AA,B,51.54494382,60
CSIS,BSc (Hons) Computing with Foundation Year,22,F,AA,D,51.54494382,44
CSIS,BSc (Hons) Computing with Foundation Year,22,F,ABS,A,51.54494382,70
CSIS,BSc (Hons) Computing with Foundation Year,22,F,ABS,B,51.54494382,60
CSIS,BSc (Hons) Computing with Foundation Year,22,F,ABS,D,51.54494382,44
CSIS,BSc (Hons) Computing with Foundation Year,22,F,P,A,51.54494382,70
CSIS,BSc (Hons) Computing with Foundation Year,22,F,P,B,51.54494382,60
CSIS,BSc (Hons) Computing with Foundation Year,22,F,P,D,51.54494382,44
CSIS,BSc (Hons) Computing with Foundation Year,22,F,PWR,A,51.54494382,70
CSIS,BSc (Hons) Computing with Foundation Year,22,F,PWR,B,51.54494382,60
CSIS,BSc (Hons) Computing with Foundation Year,22,F,PWR,D,51.54494382,44
CSIS,BSc (Hons) Computing with Foundation Year,22,M,ABS,B,51.54494382,62.05263158
CSIS,BSc (Hons) Computing with Foundation Year,22,M,ABS,DA,51.54494382,21
CSIS,BSc (Hons) Computing with Foundation Year,22,M,P,B,51.54494382,61.68421053
CSIS,BSc (Hons) Computing with Foundation Year,22,M,P,DA,51.54494382,21
CSIS,BSc (Hons) Computing with Foundation Year,22,M,PDG,DA,51.54494382,21
CSIS,BSc (Hons) Computing with Foundation Year,22,M,PWR,B,51.54494382,62
CSIS,BSc (Hons) Computing with Foundation Year,22,M,PWR,DA,51.54494382,21
CSIS,BSc (Hons) Computing with Foundation Year,63,F,ABS,C,51.54494382,58
CSIS,BSc (Hons) Computing with Foundation Year,63,F,ABS,DA,51.54494382,21
CSIS,BSc (Hons) Computing with Foundation Year,63,F,ABS,F,51.54494382,32
CSIS,BSc (Hons) Computing with Foundation Year,63,F,P,C,51.54494382,58
CSIS,BSc (Hons) Computing with Foundation Year,63,F,P,DA,51.54494382,21
CSIS,BSc (Hons) Computing with Foundation Year,63,F,P,F,51.54494382,32
CSIS,BSc (Hons) Computing with Foundation Year,63,F,PDG,DA,51.54494382,21
CSIS,BSc (Hons) Computing with Foundation Year,63,F,PDG,F,51.54494382,32
CSIS,BSc (Hons) Computing with Foundation Year,63,F,PWR,DA,51.54494382,21
CSIS,BSc (Hons) Computing with Foundation Year,63,F,PWR,F,51.54494382,32
CSIS,BSc (Hons) Computing with Foundation Year,67,F,ABS,C,51.54494382,50
CSIS,BSc (Hons) Computing with Foundation Year,67,F,ABS,F,51.54494382,21
CSIS,BSc (Hons) Computing with Foundation Year,67,F,P,C,51.54494382,50
CSIS,BSc (Hons) Computing with Foundation Year,67,F,P,F,51.54494382,21
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,AA,B,58.61601085,64
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,AA,C,58.61601085,54
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,AA,D,58.61601085,46
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,ABS,A,65.71875471,70
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,ABS,B,58.61601085,63.675
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,ABS,C,60.7777155,54.89855072
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,ABS,D,58.61601085,46.59090909
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,ABS,F,58.61601085,27
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,CC,B,58.61601085,60
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,P,A,69.89683933,70
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,P,B,58.61601085,62.175
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,P,C,63.08810883,53.92592593
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,P,D,67.46093716,44.30188679
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,P,F,58.61601085,27
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,PDG,A,58.61601085,70
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,PDG,B,58.61601085,62.36363636
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,PDG,C,58.61601085,54.5
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,PDG,D,58.61601085,47
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,PDG,F,58.61601085,27
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,PWR,B,58.61601085,63
CSIS,BSc (Hons) Cybersecurity and Networks,18,F,PWR,D,58.61601085,46
CSIS,BSc (Hons) Cybersecurity and Networks,18,M,AA,B,58.61601085,60
CSIS,BSc (Hons) Cybersecurity and Networks,18,M,AA,F,58.61601085,15.15384615
CSIS,BSc (Hons) Cybersecurity and Networks,18,M,ABS,A,61.66004393,80
CSIS,BSc (Hons) Cybersecurity and Networks,18,M,ABS,B,58.61601085,61.13636364
CSIS,BSc (Hons) Cybersecurity and Networks,18,M,ABS,D,58.61601085,42
CSIS,BSc (Hons) Cybersecurity and Networks,18,M,ABS,F,58.61601085,18.59259259
CSIS,BSc (Hons) Cybersecurity and Networks,18,M,CC,D,58.61601085,42
CSIS,BSc (Hons) Cybersecurity and Networks,18,M,CC,F,58.61601085,26
CSIS,BSc (Hons) Cybersecurity and Networks,18,M,P,A,75.18907985,80
CSIS,BSc (Hons) Cybersecurity and Networks,18,M,P,B,58.61601085,63.16326531
CSIS,BSc (Hons) Cybersecurity and Networks,18,M,P,C,79.92424242,52
CSIS,BSc (Hons) Cybersecurity and Networks,18,M,P,D,58.61601085,42
CSIS,BSc (Hons) Cybersecurity and Networks,18,M,P,F,58.61601085,21.79069767
CSIS,BSc (Hons) Cybersecurity and Networks,18,M,PDG,D,58.61601085,42
CSIS,BSc (Hons) Cybersecurity and Networks,18,M,PDG,F,58.61601085,24.71428571
CSIS,BSc (Hons) Cybersecurity and Networks,18,M,PWR,D,58.61601085,42
CSIS,BSc (Hons) Cybersecurity and Networks,18,M,PWR,F,58.61601085,28
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,AA,A,58.61601085,73
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,AA,B,58.61601085,65
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,AA,C,58.61601085,56
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,ABS,A,58.61601085,78.33928571
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,ABS,B,58.61601085,64.87692308
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,ABS,C,58.61601085,56.87951807
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,ABS,D,58.61601085,43
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,ABS,F,58.61601085,39
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,CC,B,58.61601085,65
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,CC,C,58.61601085,58
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,CC,F,58.61601085,39
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,P,A,58.61601085,78.23469388
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,P,B,58.61601085,64.4017094
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,P,C,58.61601085,56.34177215
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,P,D,58.61601085,43
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,P,F,58.61601085,39
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,PDG,B,58.61601085,63.88888889
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,PDG,C,58.61601085,58
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,PDG,F,58.61601085,39
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,PWR,B,58.61601085,62.6
CSIS,BSc (Hons) Cybersecurity and Networks,19,F,PWR,C,58.61601085,58
CSIS,BSc (Hons) Cybersecurity and Networks,19,M,AA,A,58.61601085,72
CSIS,BSc (Hons) Cybersecurity and Networks,19,M,AA,B,58.61601085,62
CSIS,BSc (Hons) Cybersecurity and Networks,19,M,AA,C,58.61601085,58
CSIS,BSc (Hons) Cybersecurity and Networks,19,M,AA,D,79.92424242,47
CSIS,BSc (Hons) Cybersecurity and Networks,19,M,AA,DA,58.61601085,12.28571429
CSIS,BSc (Hons) Cybersecurity and Networks,19,M,ABS,A,58.61601085,80.3
CSIS,BSc (Hons) Cybersecurity and Networks,19,M,ABS,B,58.61601085,62
CSIS,BSc (Hons) Cybersecurity and Networks,19,M,ABS,C,67.93836216,53.75
CSIS,BSc (Hons) Cybersecurity and Networks,19,M,ABS,D,79.92424242,47
CSIS,BSc (Hons) Cybersecurity and Networks,19,M,ABS,DA,58.61601085,23.4
CSIS,BSc (Hons) Cybersecurity and Networks,19,M,ABS,F,64.33285347,9.390243902
CSIS,BSc (Hons) Cybersecurity and Networks,19,M,CC,A,58.61601085,76
CSIS,BSc (Hons) Cybersecurity and Networks,19,M,CC,C,58.61601085,55.5
CSIS,BSc (Hons) Cybersecurity and Networks,19,M,NM,C,58.61601085,54
CSIS,BSc (Hons) Cybersecurity and Networks,19,M,P,A,58.61601085,77.79285714
